baseId,name,shortName,county,country,lat,lon,validFrom,validTo
SN98976,TORVHAUGDALEN,Levnjevárjohka ,FINNMARK,Norge,70.306,29.1003,2018-10-06T00:00:00.000Z,
SN19665,E16 SKARET,E16 Skaret,BUSKERUD,Norge,59.977221,10.324268,2025-12-16T00:00:00.000Z,
SN4260,SKEDSMO - HELLERUD,Skjetten,AKERSHUS,Norge,59.9775,10.9777,1972-10-01T00:00:00.000Z,
SN51470,BULKEN,Bulken,VESTLAND,Norge,60.6455,6.222,1895-01-01T00:00:00.000Z,
SN61025,FV659 LEPSØYBRUA,Fv659 Lepsøybrua,MØRE OG ROMSDAL,Norge,62.59467,6.25367,2021-12-17T00:00:00.000Z,
SN16040,OTTA - SKANSEN,Otta,INNLANDET,Norge,61.7782,9.5413,2014-12-06T00:00:00.000Z,
SN94230,ROGNSUNDET,Rognsundet,FINNMARK,Norge,70.4107,22.8177,2010-07-16T00:00:00.000Z,
SN78170,E6 OSEN,E6 Osen,NORDLAND,Norge,66.053,13.58217,2012-01-01T00:00:00.000Z,
SN66740,E6 ULSBERG,E6 Ulsberg,TRØNDELAG,Norge,62.7509,9.9839,2014-09-11T00:00:00.000Z,
SN61420,MARSTEIN,Marstein,MØRE OG ROMSDAL,Norge,62.4458,7.8355,2010-02-22T00:00:00.000Z,
SN43530,E39 SAGLANDSBAKKEN,E39 Saglandsbakken,ROGALAND,Norge,58.56033,6.07617,2013-06-11T00:00:00.000Z,
SN17000,STRØMTANGEN FYR,Strømtangen,ØSTFOLD,Norge,59.15154567,10.82829919,1994-05-09T00:00:00.000Z,
SN17380,RYGGE - HUGGENES,Huggenes,ØSTFOLD,Norge,59.398,10.7543,2005-01-01T00:00:00.000Z,
SN65460,STORSKOGØYA,Storskogøya,TRØNDELAG,Norge,63.50651,9.19136,2025-11-18T00:00:00.000Z,
SN44080,OBRESTAD FYR,Obrestad fyr,ROGALAND,Norge,58.6585044,5.5545609,1919-08-20T00:00:00.000Z,
SN64760,SURNADAL - SYLTE,Sylte,MØRE OG ROMSDAL,Norge,62.9853,8.6895,2005-01-01T00:00:00.000Z,
SN98790,VADSØ LUFTHAVN,Vadsø LH,FINNMARK,Norge,70.0653,29.8352,1974-08-01T00:00:00.000Z,
SN12320,HAMAR - STAVSBERG,Hamar − Stavsberg,INNLANDET,Norge,60.818,11.0697,1956-05-18T00:00:00.000Z,
SN497459330,ULVEN-FÅBERG-330,Ulven-Fåberg-330,,Norge,60.6147,10.6556,2024-10-28T12:57:37.000Z,
SN53680,FLÅM - JOASETBERGI,Joasetbergi,VESTLAND,Norge,60.8625,7.1603,2017-09-18T00:00:00.000Z,
SN18690,E18 HJORTNES,E18 Hjortnes,OSLO,Norge,59.91117,10.70433,2011-01-01T00:00:00.000Z,
SN24710,GULSVIK II,Gulsvik,BUSKERUD,Norge,60.383,9.605,1922-12-01T00:00:00.000Z,
SN94430,FV889 SELVIKHØYDEN,Fv889 Selvikhøyden,FINNMARK,Norge,70.93517,24.67133,2015-11-02T00:00:00.000Z,
SN60247,FV60 KJELLSTADLIA,Fv60 Kjellstadlia,MØRE OG ROMSDAL,Norge,62.028,6.72883,2014-12-01T00:00:00.000Z,
SN12580,E6 RUDSHØGDA,E6 Rudshøgda,INNLANDET,Norge,60.91533,10.7955,2011-01-01T00:00:00.000Z,
SN46610,SAUDA,Sauda,ROGALAND,Norge,59.6479,6.3499,1928-03-01T00:00:00.000Z,
SN87970,E6 ØSE,E6 Øse,TROMS,Norge,68.62067,17.65133,2011-01-01T00:00:00.000Z,
SN81340,FV812 HOGNDALEN,Fv812 Hogndalen,NORDLAND,Norge,67.20367,14.81867,2014-12-01T00:00:00.000Z,
SN61010,FV659 REMEFJELL,FV659 Remefjell,MØRE OG ROMSDAL,Norge,62.540597,6.479502,2025-02-10T00:00:00.000Z,
SN25580,RV7 KVISLA,Rv7 Kvisla,BUSKERUD,Norge,60.5825,8.32133,2011-01-01T00:00:00.000Z,
SN76926,SLEIPNER A,Sleipner A,NORDSJØEN,Norge,58.3711,1.9091,1993-10-01T00:00:00.000Z,
SN490381001,300 KV SAUDA – BLÅFALLI-1,300 kV Sauda – Blåfalli-1,,Norge,59.66881,6.40926,2025-04-22T13:01:05.000Z,
SN90680,DÅVØYA - KARANESSUNDET,Karanessundet,TROMS,Norge,70.066,19.3473,2025-01-14T00:00:00.000Z,
SN65370,SMØLA - MOLDSTAD,Smøla,MØRE OG ROMSDAL,Norge,63.4197,8.063,1963-10-01T00:00:00.000Z,
SN80102,SOLVÆR III,Solvær,NORDLAND,Norge,66.3705,12.611,2007-11-01T00:00:00.000Z,
SN47220,FV547 FERKINGSTAD,Fv547 Ferkingstad,ROGALAND,Norge,59.1895,5.18367,2013-06-10T00:00:00.000Z,
SN41810,E39 HERDALEN,E39 Herdalen,AGDER,Norge,58.156543,7.135861,2025-09-17T00:00:00.000Z,
SN4200,KJELLER,Kjeller,AKERSHUS,Norge,59.9708,11.0383,1923-03-22T00:00:00.000Z,
SN60310,FV63 KORSMYRA,Fv63 Korsmyra,MØRE OG ROMSDAL,Norge,62.132244,7.181096,2015-11-04T00:00:00.000Z,
SN42160,LISTA FYR,Lista fyr,AGDER,Norge,58.109,6.5675,1867-07-01T00:00:00.000Z,
SN27500,FÆRDER FYR,Færder fyr,VESTFOLD,Norge,59.0272,10.5242,1885-01-01T00:00:00.000Z,
SN34130,JOMFRULAND,Jomfruland,TELEMARK,Norge,58.8565,9.5745,1994-08-24T00:00:00.000Z,
SN68860,TRONDHEIM - VOLL,Trondheim − Voll,TRØNDELAG,Norge,63.4107,10.4538,1923-01-01T00:00:00.000Z,
SN80730,FV17 TORSVIKA,Fv17 Torsvika,NORDLAND,Norge,66.8815,13.6675,2012-01-01T00:00:00.000Z,
SN90635,HESSFJORDEN - FUTNES,Futnes,TROMS,Norge,69.95,19.59,2025-01-14T00:00:00.000Z,
SN27285,E18 TVEITEN,E18 Tveiten,VESTFOLD,Norge,59.33085,10.379,2012-01-01T00:00:00.000Z,
SN60947,E136 ÅLESUND,E136 Ålesund,MØRE OG ROMSDAL,Norge,62.47017,6.20383,2012-01-01T00:00:00.000Z,
SN49490,ULLENSVANG FORSØKSGARD,Ullensvang,VESTLAND,Norge,60.3185,6.6538,1865-01-01T00:00:00.000Z,
SN490387066,300 KV BLÅFALLI – MAURANGER-66,300 kV Blåfalli – Mauranger-66,,Norge,60.06356,6.03921,2025-04-22T13:01:11.000Z,
SN77285,GRANE NIBIO,Grane,NORDLAND,Norge,65.55085,13.39634,2024-03-20T00:00:00.000Z,
SN61880,FV62 TJELLEKLEIVA,Fv62 Tjellekleiva,MØRE OG ROMSDAL,Norge,62.77267,7.88933,2023-11-03T00:00:00.000Z,
SN62230,E39 HJELLSET,E39 Hjellset,MØRE OG ROMSDAL,Norge,62.7770207,7.4546191,2024-08-21T00:00:00.000Z,
SN90285,SØRE ANGSTAURSUNDET,Søre Angstaursundet,TROMS,Norge,69.66217,18.17845,2025-11-18T00:00:00.000Z,
SN76962,HULDRAFELTET,Huldra ,NORDSJØEN,Norge,60.8558,2.6503,2014-06-12T00:00:00.000Z,
SN50540,BERGEN - FLORIDA,Bergen,VESTLAND,Norge,60.383,5.3327,1949-11-28T00:00:00.000Z,
SN76935,SNORRE A,Snorre A,NORDSJØEN,Norge,61.4489,2.1425,1992-01-01T00:00:00.000Z,
SN18950,TRYVANNSHØGDA,Tryvannshøgda,OSLO,Norge,59.9847986,10.6692319,1927-08-01T00:00:00.000Z,
SN65451,HITRA - SANDSTAD II,Hitra,TRØNDELAG,Norge,63.5187,9.1125,2012-09-19T00:00:00.000Z,
SN57789,FV614 GRYTADALEN,Fv614 Grytadalen,VESTLAND,Norge,61.66733,5.19483,2015-11-02T00:00:00.000Z,
SN44780,FV4496 TENGESDAL,Fv4496 Tengesdal,ROGALAND,Norge,58.86417,5.96217,2013-06-11T00:00:00.000Z,
SN83960,E6 SKJELLESVIKSKARET,E6 Skjellesvikskar,NORDLAND,Norge,68.2565,16.3953,2014-12-01T00:00:00.000Z,
SN92860,ØKSFJORD - DEALLJA,Dealljá,FINNMARK,Norge,70.1728,22.3413,2013-11-05T00:00:00.000Z,
SN77150,MIDDAGSEIDKLUMPEN,Middagseidklumpen,NORDLAND,Norge,65.835,13.076,2023-11-24T00:00:00.000Z,
SN490381022,300 KV SAUDA – BLÅFALLI-22,300 kV Sauda – Blåfalli-22,,Norge,59.66324,6.2812,2025-04-22T13:01:13.000Z,
SN38350,OGGEVATN,Oggevatn,AGDER,Norge,58.4447,8.11245,1958-08-01T00:00:00.000Z,
SN91508,KÅFJORD - SANDNESET,Gourtesjouka,TROMS,Norge,69.578,20.51,2025-11-18T00:00:00.000Z,
SN13390,E6 FRYA,E6 Frya,INNLANDET,Norge,61.5465,10.0747,2014-09-11T00:00:00.000Z,
SN52570,VIKINGNESET,Vikingneset,VESTLAND,Norge,60.854799,4.931659,2024-11-05T00:00:00.000Z,
SN88628,FV862 SENJAHOPEN,Fv862 Senjahopen,TROMS,Norge,69.49883,17.511,2014-09-11T00:00:00.000Z,
SN48120,STORD LUFTHAVN,Stord LH,VESTLAND,Norge,59.7933,5.3407,1985-01-01T00:00:00.000Z,
SN78050,E6 MJÅVATN,E6 Mjåvatn,NORDLAND,Norge,65.9563,13.4205,2023-10-11T00:00:00.000Z,
SN28750,FLESBERG,Flesberg,BUSKERUD,Norge,59.8685,9.3995,2008-02-21T00:00:00.000Z,
SN79764,HJARTÅSEN,Dunderlandsdalen,NORDLAND,Norge,66.4993,14.954,2009-02-04T00:00:00.000Z,
SN16620,E6 AVSJØEN,E6 Avsjøen,INNLANDET,Norge,62.18067,9.47517,2012-01-01T00:00:00.000Z,
SN69150,KVITHAMAR,Kvithamar,TRØNDELAG,Norge,63.488132,10.8796051,1987-05-12T00:00:00.000Z,
SN85380,SKROVA FYR,Skrova fyr,NORDLAND,Norge,68.1535,14.6485,1933-05-01T00:00:00.000Z,
SN76920,EKOFISK,Ekofisk,NORDSJØEN,Norge,56.5433,3.2243,1980-01-01T00:00:00.000Z,
SN9380,SNØHEIM,Snøheim,INNLANDET,Norge,62.2958,9.352,2014-10-07T00:00:00.000Z,
SN53010,RV13 VIKAFJELL,Rv13 Vikafjell,VESTLAND,Norge,60.96883,6.5009,2013-06-11T00:00:00.000Z,
SN92845,DAVATLUFT,Davatluft,FINNMARK,Norge,70.24555,22.87642,2025-11-18T00:00:00.000Z,
SN91490,E8 BOSSOVARRI,E8 Bossovárri,TROMS,Norge,69.1185,20.7455,2018-01-23T00:00:00.000Z,
SN16611,E6 FOKSTUGU,E6 Fokstugu,INNLANDET,Norge,62.11196,9.28497,2011-01-01T00:00:00.000Z,
SN1960,E18 ØRJE VEST,E18 Ørje vest,ØSTFOLD,Norge,59.51,11.61067,2010-01-21T00:00:00.000Z,
SN58070,SANDANE,Sandane,VESTLAND,Norge,61.7873,6.1835,1957-06-01T00:00:00.000Z,
SN51440,EVANGER,Evanger,VESTLAND,Norge,60.647,6.1105,2010-12-13T00:00:00.000Z,
SN84770,E6 HÅLOGALANDSBRUA,E6 Hålogalandsbrua,NORDLAND,Norge,68.4683,17.482,2019-04-12T00:00:00.000Z,
SN65310,VEIHOLMEN,Veiholmen,MØRE OG ROMSDAL,Norge,63.5176,7.9482,2002-07-01T00:00:00.000Z,
SN94020,ALTA - BJØRNFJELLET,Bjørnfjellet,FINNMARK,Norge,70.0418,23.5394,2025-01-30T00:00:00.000Z,
SN87740,RV83 BLOMJOTEN,Rv83 Blomjoten,TROMS,Norge,68.70617,16.52117,2023-11-20T00:00:00.000Z,
SN40880,HOVDEN - LUNDANE,Hovden,AGDER,Norge,59.5765946,7.3896454,1994-11-01T00:00:00.000Z,
SN53530,MIDTSTOVA,Midtstova,VESTLAND,Norge,60.6563,7.2755,2011-11-22T00:00:00.000Z,
SN79791,E6 SALTFJELLET,E6 Saltfjellet,NORDLAND,Norge,66.55483,15.3235,2011-01-01T00:00:00.000Z,
SN59586,FV61 HAREIDSDALEN,Fv61 Hareidsdalen,MØRE OG ROMSDAL,Norge,62.34683,5.91433,2013-07-22T00:00:00.000Z,
SN65920,MAUSUND,Mausund,TRØNDELAG,Norge,63.8692,8.6615,2022-07-06T00:00:00.000Z,
SN94630,SARNES,Sarnes,FINNMARK,Norge,70.98109,25.75056,2025-11-18T00:00:00.000Z,
SN51610,E16 VOSS NORD,E16 Voss nord,VESTLAND,Norge,60.64383,6.4355,2014-09-11T00:00:00.000Z,
SN80320,KILBOGHAMN,Kilboghamn,NORDLAND,Norge,66.4896,13.2281,2023-01-26T00:00:00.000Z,
SN21680,VEST-TORPA II,Vest-Torpa,INNLANDET,Norge,60.9345,10.0358,1986-08-01T00:00:00.000Z,
SN62260,FV64 ÅRØDALEN,Fv64 Årødalen,MØRE OG ROMSDAL,Norge,62.76578,7.276205,2025-09-04T00:00:00.000Z,
SN60860,E39 SOLAVÅGEN FERJEKAI,E39 Solavågen ferjekai,MØRE OG ROMSDAL,Norge,62.4135,6.32717,2021-12-15T00:00:00.000Z,
SN32240,BØ,Bø,TELEMARK,Norge,59.4175,9.0287,2005-01-01T00:00:00.000Z,
SN22990,E16 KALPLASSEN,E16 Kalplassen,INNLANDET,Norge,60.9532,9.3343,2014-09-11T00:00:00.000Z,
SN34115,E18 SPRANGFOSS BRU,E18 Sprangfoss bru,TELEMARK,Norge,58.9675,9.4837,2020-09-16T00:00:00.000Z,
SN94280,HAMMERFEST LUFTHAVN,Hammerfest,FINNMARK,Norge,70.6807,23.6772,1974-08-01T00:00:00.000Z,
SN94720,HONNINGSVÅG SKOLE,Honningsvåg Skole,FINNMARK,Norge,70.9786,25.9696,2024-12-12T00:00:00.000Z,
SN90270,KLOKKARELVOSEN,Klokkarelvosen,TROMS,Norge,69.70997,18.36352,2025-11-18T00:00:00.000Z,
SN90620,RINGVASSØYA - STRANDMO,Strandmo,TROMS,Norge,69.88,19.44,2025-11-18T00:00:00.000Z,
SN15050,RV15 LOM,Rv15 Lom,INNLANDET,Norge,61.84117,8.5845,2015-11-05T00:00:00.000Z,
SN5495,RV2 SIGERNESSJØEN,Rv2 Sigernessjøen,INNLANDET,Norge,60.102,12.063,2011-01-01T00:00:00.000Z,
SN25110,HEMSEDAL II,Hemsedal,BUSKERUD,Norge,60.8548588,8.5929429,2005-11-14T00:00:00.000Z,
SN4780,GARDERMOEN,Gardermoen,AKERSHUS,Norge,60.2065,11.0802,1940-05-13T00:00:00.000Z,
SN68238,E6 HEIMDAL,E6 Heimdal,TRØNDELAG,Norge,63.34835,10.3706,2011-01-01T00:00:00.000Z,
SN93000,HASVIK - SLUSKFJELLET,Hasvik,FINNMARK,Norge,70.607,22.4428,2008-07-03T00:00:00.000Z,
SN52860,TAKLE,Takle,VESTLAND,Norge,61.0272,5.3813,1950-06-01T00:00:00.000Z,
SN10800,SØLENDET,Sølendet,TRØNDELAG,Norge,62.6793,11.8153,2007-10-01T00:00:00.000Z,
SN69090,PARKENFTVAERNESAUTO,,,Norge,0.0,0.0,2011-09-29T00:00:00.000Z,
SN94220,KÅRHAMNFJELLET,Kårhamnfjellet,FINNMARK,Norge,70.5426,23.1689,2025-11-18T00:00:00.000Z,
SN81310,FV17 ÅSELIBRUA,Fv17 Åselibrua,NORDLAND,Norge,67.19783,14.6315,2020-09-16T00:00:00.000Z,
SN61410,MANNEN,Mannen,MØRE OG ROMSDAL,Norge,62.4555,7.7703,2010-03-12T00:00:00.000Z,
SN41825,LYNGDAL,Lyngdal,AGDER,Norge,58.134,7.0452,2005-01-01T00:00:00.000Z,
SN49720,TUSSAFOTEN,Tussafoten,VESTLAND,Norge,60.439,7.156,2022-11-28T00:00:00.000Z,
SN93700,KAUTOKEINO,Guovdageaidnu,FINNMARK,Norge,68.9964,23.0349,1868-01-01T00:00:00.000Z,
SN80870,FV7438 SANDHORNØYA,Fv7438 Sandhornøya,NORDLAND,Norge,67.08367,14.2075,2015-11-02T00:00:00.000Z,
SN6700,RV3 SVINGEN,Rv3 Svingen,INNLANDET,Norge,60.95733,11.49017,2012-01-01T00:00:00.000Z,
SN27730,E18 FOKSERØD,E18 Fokserød,VESTFOLD,Norge,59.18667,10.20717,2012-01-01T00:00:00.000Z,
SN52555,FV57 MONGSTAD SØR,Fv57 Mongstad sør,VESTLAND,Norge,60.79283,5.02183,2013-10-07T00:00:00.000Z,
SN12666,E6 VINGNES,E6 Vingnes,INNLANDET,Norge,61.108,10.442,2012-01-01T00:00:00.000Z,
SN48069,FV542 BØMLABRUA,Fv542 Bømlabrua,VESTLAND,Norge,59.73717,5.3795,2012-01-01T00:00:00.000Z,
SN13420,VENABU,Venabu,INNLANDET,Norge,61.6513,10.1082,1980-08-01T00:00:00.000Z,
SN27470,TORP,Torp,VESTFOLD,Norge,59.1845,10.2553,1959-09-01T00:00:00.000Z,
SN57050,ASKVOLL FERJEKAI,Askvoll ferjekai,VESTLAND,Norge,61.34486,5.0651,2022-10-11T00:00:00.000Z,
SN75550,SKLINNA FYR,Sklinna fyr,TRØNDELAG,Norge,65.2023,10.9965,1974-11-01T00:00:00.000Z,
SN68175,E6 MOHOLTLIA,E6 Moholtlia,TRØNDELAG,Norge,63.4078,10.4388,2013-01-01T00:00:00.000Z,
SN62200,E39 FURSETFJELLET,E39 Fursetfjellet,MØRE OG ROMSDAL,Norge,62.8275,7.60483,2014-12-01T00:00:00.000Z,
SN4385,E6 KLØFTA,E6 Kløfta,AKERSHUS,Norge,60.0618,11.1515,2023-10-31T00:00:00.000Z,
SN63420,SUNNDALSØRA III,Sunndalsøra,MØRE OG ROMSDAL,Norge,62.6785,8.5473,1954-06-01T00:00:00.000Z,
SN90730,GRØTSUNDET - SOLHEIM,Solheim,TROMS,Norge,69.83,19.52,2025-01-14T00:00:00.000Z,
SN16560,DOMBÅS - NORDIGARD,Dombås,INNLANDET,Norge,62.07165,9.1147,2006-08-31T00:00:00.000Z,
SN725,FV221 VALDALSFJELLET,Fv221 Valdalsfjellet,INNLANDET,Norge,62.08183,12.132,2014-09-11T00:00:00.000Z,
SN8880,ALVDAL,Alvdal ,INNLANDET,Norge,62.1093,10.6268,2005-01-01T00:00:00.000Z,
SN94238,KIRKEGÅRDSØYA,Polarbasen,FINNMARK,Norge,70.6322,23.6475,2024-12-12T00:00:00.000Z,
SN30305,FV32 KIKUT,Fv32 Kikut,TELEMARK,Norge,59.2485,9.66367,2013-12-19T00:00:00.000Z,
SN91690,KÅGEN - SKARVESTEINEN,Skarvesteinen,TROMS,Norge,69.99,20.71,2025-01-14T00:00:00.000Z,
SN27120,HORTEN - NYKIRKE,Nykirke,VESTFOLD,Norge,59.4283,10.3847,2015-07-01T00:00:00.000Z,
SN50070,KVAMSØY,Kvamsøy,VESTLAND,Norge,60.3632,6.2805,2003-11-16T00:00:00.000Z,
SN43350,EIGERØYA,Eigerøya,ROGALAND,Norge,58.43517,5.87183,2010-04-15T00:00:00.000Z,
SN99460,PASVIK - SVANVIK,Svanvik,FINNMARK,Norge,69.4552,30.041,1973-01-01T00:00:00.000Z,
SN91430,RIHPOJAVRI,Rihpojávri,TROMS,Norge,69.2235,20.5795,2003-10-13T00:00:00.000Z,
SN77048,MS T.A. SENIOR,M/S TA Senior,,Norge,,,2024-12-12T00:00:00.000Z,
SN63725,E6 OPPDAL,E6 Oppdal,TRØNDELAG,Norge,62.60067,9.7215,2012-01-01T00:00:00.000Z,
SN9580,TYNSET - HANSMOEN,Tynset,INNLANDET,Norge,62.2696934,10.7352666,2001-07-01T00:00:00.000Z,
SN60190,ROALDSHORNET,Roaldshornet,MØRE OG ROMSDAL,Norge,62.3065,6.849,2014-10-04T00:00:00.000Z,
SN27075,E18 GRELLAND,E18 Grelland,VESTFOLD,Norge,59.511,10.2078,2015-10-20T00:00:00.000Z,
SN99370,KIRKENES LUFTHAVN,Kirkenes lufthavn,FINNMARK,Norge,69.7287,29.9057,1940-11-01T00:00:00.000Z,
SN80610,MYKEN,Myken,NORDLAND,Norge,66.7628,12.486,1992-10-15T00:00:00.000Z,
SN72580,NAMSOS LUFTHAVN,Namsos LH,TRØNDELAG,Norge,64.4708,11.5705,1968-07-01T00:00:00.000Z,
SN84701,NARVIK SENTRUM,Narvik,NORDLAND,Norge,68.4372,17.4212,2018-12-13T00:00:00.000Z,
SN496228005,HAMANG-BÆRUM-5,Hamang-Bærum-5,,Norge,59.9011,10.5124,2024-10-28T12:57:38.000Z,
SN30242,FV301 BERG KIRKE,Fv301 Berg kirke,VESTFOLD,Norge,58.99283,9.92317,2011-01-01T00:00:00.000Z,
SN77425,MAJAVATN V,Majavatn,NORDLAND,Norge,65.1662,13.3667,2007-12-19T00:00:00.000Z,
SN91502,NORDNESFJELLET - JETTANII,Jettanii,TROMS,Norge,69.5543,20.4108,2020-12-01T00:00:00.000Z,
SN88200,SENJA - LAUKHELLA,Laukhella,TROMS,Norge,69.2348,17.9013,1997-08-01T00:00:00.000Z,
SN15905,RV15 GROTLI,Rv15 Grotli,INNLANDET,Norge,62.0151279,7.6209823,2024-09-12T00:00:00.000Z,
SN45530,LIARVATN,Liarvatn,ROGALAND,Norge,59.0512,6.1212,2010-07-01T00:00:00.000Z,
SN11500,ØSTRE TOTEN - APELSVOLL,Apelsvoll,INNLANDET,Norge,60.7002,10.8695,1930-09-08T00:00:00.000Z,
SN73630,E6 FJERDINGEN,E6 Fjerdingen,TRØNDELAG,Norge,64.6237,12.6053,2015-11-04T00:00:00.000Z,
SN69730,SKOGN,Skogn,TRØNDELAG,Norge,63.68963,11.19145,2024-08-28T00:00:00.000Z,
SN496228008,HAMANG-BÆRUM-8,Hamang-Bærum-8,,Norge,59.904,10.5218,2024-10-28T12:57:46.000Z,
SN99310,E6 FERDESMYRA,E6 Ferdesmyra,FINNMARK,Norge,69.746387,29.296961,2026-01-08T00:00:00.000Z,
SN59825,FV61 LEIKONGEIDET,Fv61 Leikongeidet,MØRE OG ROMSDAL,Norge,62.23967,5.74692,2025-09-22T00:00:00.000Z,
SN98978,REINHAUGEN,Boazoaivi,FINNMARK,Norge,70.3357,28.9648,2018-10-12T00:00:00.000Z,
SN38140,LANDVIK,Landvik,AGDER,Norge,58.34,8.5225,1957-01-01T00:00:00.000Z,
SN15262,JUVFLYE - KLIMAPARK 2469,Juvflye,INNLANDET,Norge,61.674,8.3685,2015-06-17T00:00:00.000Z,
SN58165,E39 KLAKEGG,E39 Klakegg,VESTLAND,Norge,61.6093,6.5288,2017-07-06T00:00:00.000Z,
SN94645,E69 SKARSVÅGREVVA,E69 Skarsvågrevva,FINNMARK,Norge,71.035052,25.83249,2026-02-23T00:00:00.000Z,
SN26450,FV287 HAGLEBU,Fv287 Haglebu,BUSKERUD,Norge,60.36667,9.186,2011-01-01T00:00:00.000Z,
SN86310,GIMSØY - OSAN,Osan ,NORDLAND,Norge,68.327,14.1777,2014-09-17T00:00:00.000Z,
SN69380,MERÅKER - VARDETUN,Meråker,TRØNDELAG,Norge,63.41129,11.7279,2004-04-15T00:00:00.000Z,
SN39450,RV9 DALEHEFTE,Rv9 Dalehefte,AGDER,Norge,58.3085,7.8125,2012-01-01T00:00:00.000Z,
SN60875,BRUSDALEN,Brusdalen,MØRE OG ROMSDAL,Norge,62.4848,6.4797,2020-01-20T00:00:00.000Z,
SN15890,GROTLI III,Grotli,INNLANDET,Norge,62.0164692,7.6637358,2008-10-01T00:00:00.000Z,
SN4460,HAKADAL JERNBANESTASJON,Hakadal,AKERSHUS,Norge,60.1173,10.829,2007-01-08T00:00:00.000Z,
SN25140,RV52 STORESKAR,Rv52 Storeskar,BUSKERUD,Norge,60.8808729,8.3454396,2024-09-30T00:00:00.000Z,
SN66150,ORKDAL - THAMSHAMN,Orkanger,TRØNDELAG,Norge,63.3153,9.8495,2006-08-08T00:00:00.000Z,
SN180,TRYSIL MOSANDEN,Trysil Mosanden,INNLANDET,Norge,61.2955653,12.2758327,1993-11-10T00:00:00.000Z,
SN93200,KVENVIKMOEN,Kvenvikmoen,FINNMARK,Norge,69.9218,23.0896,2025-01-26T00:00:00.000Z,
SN92895,E6 LANGFJORDBOTN,E6 Langfjordbotn,FINNMARK,Norge,70.03983,22.25733,2012-01-01T00:00:00.000Z,
SN20932,VESTFJORDEN,Vestfjorden,NORSKEHAVET,Norge,68.2252,15.4733,2022-03-01T00:00:00.000Z,
SN39100,OKSØY FYR,Oksøy fyr,AGDER,Norge,58.0732,8.0532,1864-05-01T00:00:00.000Z,
SN90760,FAKKEN,Fakken,TROMS,Norge,70.10426,20.11451,2003-01-21T00:00:00.000Z,
SN55770,NJØS,Njøs,VESTLAND,Norge,61.1792,6.8608,2005-01-01T00:00:00.000Z,
SN76450,VEGA - VALLSJØ,Vega,NORDLAND,Norge,65.7017,11.8562,1991-02-01T00:00:00.000Z,
SN58533,LOEN - RAKE,Rake,VESTLAND,Norge,61.8723,6.786,2006-04-01T00:00:00.000Z,
SN33430,E134 GRØNLIHEIA,E134 Grønliheia,TELEMARK,Norge,59.5315,8.1075,2015-11-04T00:00:00.000Z,
SN81420,FV813 BEIARFJELLET,Fv813 Beiarfjellet,NORDLAND,Norge,67.00417,14.89817,2012-01-01T00:00:00.000Z,
SN87315,RV85 LANGVASSBUKT,Rv85 Langvassbukt,TROMS,Norge,68.61783,15.75933,2012-01-01T00:00:00.000Z,
SN75140,HOFLES,Hofles,TRØNDELAG,Norge,64.8274,11.6124,2022-09-27T00:00:00.000Z,
SN46430,RØLDALSFJELLET,Røldalsfjellet,VESTLAND,Norge,59.8315,6.733,2013-11-01T00:00:00.000Z,
SN77006,JOHAN HJORT,Johan Hjort,,Norge,,,1991-01-01T00:00:00.000Z,
SN47498,ETNE II,Etne ,VESTLAND,Norge,59.6625,5.9538,2005-01-01T00:00:00.000Z,
SN98090,BERLEVÅG LUFTHAVN,Berlevåg,FINNMARK,Norge,70.8731483,29.0423967,1974-08-01T00:00:00.000Z,
SN52540,FEDJE KV,Fedje KV,VESTLAND,Norge,60.78,4.6978,2023-10-10T00:00:00.000Z,
SN90491,TROMSØ LH - STORKJØLEN,Stor-Kjølen,TROMS,Norge,69.7333,18.7875,1998-04-02T00:00:00.000Z,
SN94232,SØRE VEGGENES,Søre Veggenes,FINNMARK,Norge,70.54774,23.24906,2025-11-18T00:00:00.000Z,
SN61790,FV64 ISFJORDEN,Fv64 Isfjorden,MØRE OG ROMSDAL,Norge,62.571,7.783,2015-11-05T00:00:00.000Z,
SN93900,SIHCCAJAVRI,Šihččajávri,FINNMARK,Norge,68.7559654,23.5395347,1913-04-01T00:00:00.000Z,
SN76961,SLEIPNER B,Sleipner B ,NORDSJØEN,Norge,58.4178,1.7178,2015-06-23T00:00:00.000Z,
SN20950,GULLFAKS A,Gullfaks A,NORDSJØEN,Norge,61.1762,2.1892,1986-12-21T00:00:00.000Z,
SN47480,E134 VATS,E134 Vats,ROGALAND,Norge,59.5698,5.7025,2013-06-10T00:00:00.000Z,
SN43030,HESKESTAD,Heskestad,ROGALAND,Norge,58.4733,6.3633,2025-12-18T00:00:00.000Z,
SN20959,EDVARD GRIEG,Edvard Grieg,NORDSJØEN,Norge,58.8442,2.2486,2025-11-27T00:00:00.000Z,
SN82210,RV80 BERTNES,Rv80 Bertnes,NORDLAND,Norge,67.28783,14.59317,2013-10-07T00:00:00.000Z,
SN33950,HAUKELISETER TESTFELT,Haukeliseter,TELEMARK,Norge,59.8118,7.2143,2011-05-09T00:00:00.000Z,
SN91460,E8 GARDEBORRI,E8 Gárdeborri,TROMS,Norge,69.18183,20.75033,2018-11-27T00:00:00.000Z,
SN27320,E18 UNDRUMSDAL,E18 Undrumsdal,VESTFOLD,Norge,59.37405,10.3771,2004-12-24T00:00:00.000Z,
